Place,Crime Category,Year,Amount
Soria,    4. RELACIONES FAMILIARES,2011,10.0
Soria,    4. RELACIONES FAMILIARES,2010,7.0
Soria,    5. PATRIMONIO,2022,2376.0
Soria,    5. PATRIMONIO,2021,1716.0
Soria,    5. PATRIMONIO,2020,1542.0
Soria,    5. PATRIMONIO,2019,1862.0
Soria,    5. PATRIMONIO,2018,1644.0
Soria,    5. PATRIMONIO,2017,1693.0
Soria,    5. PATRIMONIO,2016,1674.0
Soria,    5. PATRIMONIO,2015,1699.0
Soria,    5. PATRIMONIO,2014,1700.0
Soria,    5. PATRIMONIO,2013,1779.0
Soria,    5. PATRIMONIO,2012,1943.0
Soria,    5. PATRIMONIO,2011,1913.0
Soria,    5. PATRIMONIO,2010,1902.0
Soria,    5.1.-Hurtos,2022,515.0
Soria,    5.1.-Hurtos,2021,341.0
Soria,    5.1.-Hurtos,2020,269.0
Soria,    5.1.-Hurtos,2019,515.0
Soria,    5.1.-Hurtos,2018,460.0
Soria,    5.1.-Hurtos,2017,586.0
Soria,    5.1.-Hurtos,2016,548.0
Soria,    5.1.-Hurtos,2015,649.0
Soria,    5.1.-Hurtos,2014,671.0
Soria,    5.1.-Hurtos,2013,751.0
Soria,    5.1.-Hurtos,2012,818.0
Soria,    5.1.-Hurtos,2011,829.0
Soria,    5.1.-Hurtos,2010,775.0
Soria,    5.2.-Robos con fuerza en las cosas,2022,297.0
Soria,    5.2.-Robos con fuerza en las cosas,2021,205.0
Soria,    5.2.-Robos con fuerza en las cosas,2020,204.0
Soria,    5.2.-Robos con fuerza en las cosas,2019,294.0
Soria,    5.2.-Robos con fuerza en las cosas,2018,331.0
Soria,    5.2.-Robos con fuerza en las cosas,2017,334.0
Soria,    5.2.-Robos con fuerza en las cosas,2016,385.0
Soria,    5.2.-Robos con fuerza en las cosas,2015,393.0
Soria,    5.2.-Robos con fuerza en las cosas,2014,370.0
Soria,    5.2.-Robos con fuerza en las cosas,2013,397.0
Soria,    5.2.-Robos con fuerza en las cosas,2012,424.0
Soria,    5.2.-Robos con fuerza en las cosas,2011,431.0
Soria,    5.2.-Robos con fuerza en las cosas,2010,414.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2022,29.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2021,16.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2020,22.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2019,38.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2018,44.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2017,46.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2016,40.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2015,46.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2014,30.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2013,35.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2012,33.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2011,63.0
Soria,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2010,33.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2022,97.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2021,71.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2020,55.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2019,93.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2018,86.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2017,117.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2016,133.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2015,128.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2014,103.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2013,120.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2012,90.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2011,46.0
Soria,    5.2.2.-Robos con fuerza en viviendas,2010,64.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2022,37.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2021,34.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2020,44.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2019,54.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2018,73.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2017,71.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2016,77.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2015,85.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2014,80.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2013,77.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2012,74.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2011,85.0
Soria,    5.2.3.-Robos con fuerza en establecimientos,2010,130.0
Soria,    5.3.-Robos con violencia o intimidación,2022,7.0
Soria,    5.3.-Robos con violencia o intimidación,2021,21.0
Soria,    5.3.-Robos con violencia o intimidación,2020,12.0
Soria,    5.3.-Robos con violencia o intimidación,2019,12.0
Soria,    5.3.-Robos con violencia o intimidación,2018,10.0
Soria,    5.3.-Robos con violencia o intimidación,2017,16.0
Soria,    5.3.-Robos con violencia o intimidación,2016,25.0
Soria,    5.3.-Robos con violencia o intimidación,2015,26.0
Soria,    5.3.-Robos con violencia o intimidación,2014,24.0
Soria,    5.3.-Robos con violencia o intimidación,2013,30.0
Soria,    5.3.-Robos con violencia o intimidación,2012,34.0
Soria,    5.3.-Robos con violencia o intimidación,2011,23.0
Soria,    5.3.-Robos con violencia o intimidación,2010,34.0
Soria,    5.3.1.-Robos con violencia en vía pública,2022,5.0
Soria,    5.3.1.-Robos con violencia en vía pública,2021,14.0
Soria,    5.3.1.-Robos con violencia en vía pública,2020,8.0
Soria,    5.3.1.-Robos con violencia en vía pública,2019,11.0
Soria,    5.3.1.-Robos con violencia en vía pública,2018,7.0
Soria,    5.3.1.-Robos con violencia en vía pública,2017,7.0
Soria,    5.3.1.-Robos con violencia en vía pública,2016,15.0
Soria,    5.3.1.-Robos con violencia en vía pública,2015,18.0
Soria,    5.3.1.-Robos con violencia en vía pública,2014,16.0
Soria,    5.3.1.-Robos con violencia en vía pública,2013,21.0
Soria,    5.3.1.-Robos con violencia en vía pública,2012,20.0
Soria,    5.3.1.-Robos con violencia en vía pública,2011,14.0
Soria,    5.3.1.-Robos con violencia en vía pública,2010,17.0
Soria,    5.3.2.-Robos con violencia en viviendas,2022,0.0
Soria,    5.3.2.-Robos con violencia en viviendas,2021,1.0
Soria,    5.3.2.-Robos con violencia en viviendas,2020,1.0
Soria,    5.3.2.-Robos con violencia en viviendas,2019,0.0
Soria,    5.3.2.-Robos con violencia en viviendas,2018,0.0
Soria,    5.3.2.-Robos con violencia en viviendas,2017,2.0
Soria,    5.3.2.-Robos con violencia en viviendas,2016,1.0
Soria,    5.3.2.-Robos con violencia en viviendas,2015,3.0
Soria,    5.3.2.-Robos con violencia en viviendas,2014,4.0
Soria,    5.3.2.-Robos con violencia en viviendas,2013,2.0
Soria,    5.3.2.-Robos con violencia en viviendas,2012,4.0
Soria,    5.3.2.-Robos con violencia en viviendas,2011,0.0
Soria,    5.3.2.-Robos con violencia en viviendas,2010,6.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2022,2.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2021,1.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2020,0.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2019,0.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2018,0.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2017,2.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2016,3.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2015,2.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2014,2.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2013,3.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2012,4.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2011,2.0
Soria,    5.3.3.-Robos con violencia en establecimientos,2010,6.0
Soria,    5.4.-Sustracción de vehículos,2022,19.0
Soria,    5.4.-Sustracción de vehículos,2021,12.0
Soria,    5.4.-Sustracción de vehículos,2020,3.0
Soria,    5.4.-Sustracción de vehículos,2019,9.0
Soria,    5.4.-Sustracción de vehículos,2018,16.0
Soria,    5.4.-Sustracción de vehículos,2017,20.0
Soria,    5.4.-Sustracción de vehículos,2016,21.0
Soria,    5.4.-Sustracción de vehículos,2015,7.0
Soria,    5.4.-Sustracción de vehículos,2014,11.0
Soria,    5.4.-Sustracción de vehículos,2013,20.0
Soria,    5.4.-Sustracción de vehículos,2012,26.0
Soria,    5.4.-Sustracción de vehículos,2011,36.0
Soria,    5.4.-Sustracción de vehículos,2010,26.0
Soria,    5.5.-Estafas,2022,1121.0
Soria,    5.5.-Estafas,2021,794.0
Soria,    5.5.-Estafas,2020,796.0
Soria,    5.5.-Estafas,2019,664.0
Soria,    5.5.-Estafas,2018,482.0
Soria,    5.5.-Estafas,2017,370.0
Soria,    5.5.-Estafas,2016,311.0
Soria,    5.5.-Estafas,2015,289.0
Soria,    5.5.-Estafas,2014,197.0
Soria,    5.5.-Estafas,2013,159.0
Soria,    5.5.-Estafas,2012,157.0
Soria,    5.5.-Estafas,2011,115.0
Soria,    5.5.-Estafas,2010,115.0
Soria,    5.5.1.-Estafas informáticas,2022,961.0
Soria,    5.5.1.-Estafas informáticas,2021,614.0
Soria,    5.5.1.-Estafas informáticas,2020,653.0
Soria,    5.5.1.-Estafas informáticas,2019,499.0
Soria,    5.5.1.-Estafas informáticas,2018,299.0
Soria,    5.5.1.-Estafas informáticas,2017,220.0
Soria,    5.5.1.-Estafas informáticas,2016,183.0
Soria,    5.5.1.-Estafas informáticas,2015,161.0
Soria,    5.5.1.-Estafas informáticas,2014,113.0
Soria,    5.5.1.-Estafas informáticas,2013,86.0
Soria,    5.5.1.-Estafas informáticas,2012,55.0
Soria,    5.5.1.-Estafas informáticas,2011,34.0
Soria,    5.5.1.-Estafas informáticas,2010,36.0
Soria,    5.6.-Daños,2022,343.0
Soria,    5.6.-Daños,2021,285.0
Soria,    5.6.-Daños,2020,223.0
Soria,    5.6.-Daños,2019,327.0
Soria,    5.6.-Daños,2018,314.0
Soria,    5.6.-Daños,2017,329.0
Soria,    5.6.-Daños,2016,352.0
Soria,    5.6.-Daños,2015,290.0
Soria,    5.6.-Daños,2014,390.0
Soria,    5.6.-Daños,2013,391.0
Soria,    5.6.-Daños,2012,450.0
Soria,    5.6.-Daños,2011,446.0
Soria,    5.6.-Daños,2010,514.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2022,1.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2021,1.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2020,0.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2019,1.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2018,1.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2017,1.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2016,0.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2015,3.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2014,2.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2013,0.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2012,0.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2011,1.0
Soria,    5.7.-Contra la propiedad intelectual/industrial,2010,1.0
Soria,    5.8.-Blanqueo de capitales,2022,0.0
Soria,    5.8.-Blanqueo de capitales,2021,0.0
Soria,    5.8.-Blanqueo de capitales,2020,1.0
Soria,    5.8.-Blanqueo de capitales,2019,0.0
Soria,    5.8.-Blanqueo de capitales,2018,0.0
Soria,    5.8.-Blanqueo de capitales,2017,0.0
Soria,    5.8.-Blanqueo de capitales,2016,1.0
Soria,    5.8.-Blanqueo de capitales,2015,0.0
Soria,    5.8.-Blanqueo de capitales,2014,0.0
Soria,    5.8.-Blanqueo de capitales,2013,0.0
Soria,    5.8.-Blanqueo de capitales,2012,0.0
Soria,    5.8.-Blanqueo de capitales,2011,1.0
Soria,    5.8.-Blanqueo de capitales,2010,0.0
Soria,    5.9.-Otros contra el patrimonio,2022,73.0
Soria,    5.9.-Otros contra el patrimonio,2021,57.0
Soria,    5.9.-Otros contra el patrimonio,2020,34.0
Soria,    5.9.-Otros contra el patrimonio,2019,40.0
Soria,    5.9.-Otros contra el patrimonio,2018,30.0
Soria,    5.9.-Otros contra el patrimonio,2017,37.0
Soria,    5.9.-Otros contra el patrimonio,2016,31.0
Soria,    5.9.-Otros contra el patrimonio,2015,42.0
Soria,    5.9.-Otros contra el patrimonio,2014,35.0
Soria,    5.9.-Otros contra el patrimonio,2013,31.0
Soria,    5.9.-Otros contra el patrimonio,2012,34.0
Soria,    5.9.-Otros contra el patrimonio,2011,31.0
Soria,    5.9.-Otros contra el patrimonio,2010,23.0
Soria,    6. SEGURIDAD COLECTIVA,2022,160.0
Soria,    6. SEGURIDAD COLECTIVA,2021,128.0
Soria,    6. SEGURIDAD COLECTIVA,2020,99.0
Soria,    6. SEGURIDAD COLECTIVA,2019,136.0
Soria,    6. SEGURIDAD COLECTIVA,2018,102.0
Soria,    6. SEGURIDAD COLECTIVA,2017,92.0
Soria,    6. SEGURIDAD COLECTIVA,2016,99.0
Soria,    6. SEGURIDAD COLECTIVA,2015,92.0
Soria,    6. SEGURIDAD COLECTIVA,2014,115.0
Soria,    6. SEGURIDAD COLECTIVA,2013,186.0
Soria,    6. SEGURIDAD COLECTIVA,2012,155.0
Soria,    6. SEGURIDAD COLECTIVA,2011,182.0
Soria,    6. SEGURIDAD COLECTIVA,2010,154.0
Soria,    6.1.-Tráfico de drogas,2022,25.0
Soria,    6.1.-Tráfico de drogas,2021,8.0
Soria,    6.1.-Tráfico de drogas,2020,20.0
Soria,    6.1.-Tráfico de drogas,2019,13.0
Soria,    6.1.-Tráfico de drogas,2018,8.0
Soria,    6.1.-Tráfico de drogas,2017,11.0
Soria,    6.1.-Tráfico de drogas,2016,13.0
Soria,    6.1.-Tráfico de drogas,2015,14.0
Soria,    6.1.-Tráfico de drogas,2014,19.0
Soria,    6.1.-Tráfico de drogas,2013,25.0
Soria,    6.1.-Tráfico de drogas,2012,10.0
Soria,    6.1.-Tráfico de drogas,2011,13.0
Soria,    6.1.-Tráfico de drogas,2010,17.0
Soria,    6.2.-Contra la seguridad vial,2022,127.0
Soria,    6.2.-Contra la seguridad vial,2021,116.0
Soria,    6.2.-Contra la seguridad vial,2020,75.0
Soria,    6.2.-Contra la seguridad vial,2019,117.0
Soria,    6.2.-Contra la seguridad vial,2018,91.0
Soria,    6.2.-Contra la seguridad vial,2017,76.0
Soria,    6.2.-Contra la seguridad vial,2016,81.0
Soria,    6.2.-Contra la seguridad vial,2015,75.0
Soria,    6.2.-Contra la seguridad vial,2014,89.0
Soria,    6.2.-Contra la seguridad vial,2013,158.0
Soria,    6.2.-Contra la seguridad vial,2012,141.0
Soria,    6.2.-Contra la seguridad vial,2011,166.0
Soria,    6.2.-Contra la seguridad vial,2010,135.0
Soria,    6.3.-Otros contra la seguridad colectiva,2022,8.0
Soria,    6.3.-Otros contra la seguridad colectiva,2021,4.0
Soria,    6.3.-Otros contra la seguridad colectiva,2020,4.0
Soria,    6.3.-Otros contra la seguridad colectiva,2019,6.0
Soria,    6.3.-Otros contra la seguridad colectiva,2018,3.0
Soria,    6.3.-Otros contra la seguridad colectiva,2017,5.0
Soria,    6.3.-Otros contra la seguridad colectiva,2016,5.0
Soria,    6.3.-Otros contra la seguridad colectiva,2015,3.0
Soria,    6.3.-Otros contra la seguridad colectiva,2014,7.0
Soria,    6.3.-Otros contra la seguridad colectiva,2013,3.0
Soria,    6.3.-Otros contra la seguridad colectiva,2012,4.0
Soria,    6.3.-Otros contra la seguridad colectiva,2011,3.0
Soria,    6.3.-Otros contra la seguridad colectiva,2010,2.0
Soria,    7. FALSEDADES,2022,60.0
Soria,    7. FALSEDADES,2021,88.0
Soria,    7. FALSEDADES,2020,33.0
Soria,    7. FALSEDADES,2019,31.0
Soria,    7. FALSEDADES,2018,21.0
Soria,    7. FALSEDADES,2017,22.0
Soria,    7. FALSEDADES,2016,19.0
Soria,    7. FALSEDADES,2015,26.0
Soria,    7. FALSEDADES,2014,22.0
Soria,    7. FALSEDADES,2013,21.0
Soria,    7. FALSEDADES,2012,23.0
Soria,    7. FALSEDADES,2011,13.0
Soria,    7. FALSEDADES,2010,17.0
Soria,    8. ADMÓN. PÚBLICA,2022,0.0
Soria,    8. ADMÓN. PÚBLICA,2021,0.0
Soria,    8. ADMÓN. PÚBLICA,2020,0.0
Soria,    8. ADMÓN. PÚBLICA,2019,0.0
Soria,    8. ADMÓN. PÚBLICA,2018,2.0
Soria,    8. ADMÓN. PÚBLICA,2017,0.0
Soria,    8. ADMÓN. PÚBLICA,2016,1.0
Soria,    8. ADMÓN. PÚBLICA,2015,1.0
Soria,    8. ADMÓN. PÚBLICA,2014,1.0
Soria,    8. ADMÓN. PÚBLICA,2013,0.0
Soria,    8. ADMÓN. PÚBLICA,2012,1.0
Soria,    8. ADMÓN. PÚBLICA,2011,0.0
Soria,    8. ADMÓN. PÚBLICA,2010,0.0
Soria,    9. ADMÓN. JUSTICIA,2022,54.0
Soria,    9. ADMÓN. JUSTICIA,2021,45.0
Soria,    9. ADMÓN. JUSTICIA,2020,47.0
Soria,    9. ADMÓN. JUSTICIA,2019,47.0
Soria,    9. ADMÓN. JUSTICIA,2018,51.0
Soria,    9. ADMÓN. JUSTICIA,2017,45.0
Soria,    9. ADMÓN. JUSTICIA,2016,35.0
Soria,    9. ADMÓN. JUSTICIA,2015,26.0
Soria,    9. ADMÓN. JUSTICIA,2014,36.0
Soria,    9. ADMÓN. JUSTICIA,2013,41.0
Soria,    9. ADMÓN. JUSTICIA,2012,49.0
Soria,    9. ADMÓN. JUSTICIA,2011,45.0
Soria,    9. ADMÓN. JUSTICIA,2010,57.0
Soria,    10. ORDEN PÚBLICO,2022,51.0
Soria,    10. ORDEN PÚBLICO,2021,42.0
Soria,    10. ORDEN PÚBLICO,2020,69.0
Soria,    10. ORDEN PÚBLICO,2019,22.0
Soria,    10. ORDEN PÚBLICO,2018,29.0
Soria,    10. ORDEN PÚBLICO,2017,17.0
Soria,    10. ORDEN PÚBLICO,2016,21.0
Soria,    10. ORDEN PÚBLICO,2015,28.0
Soria,    10. ORDEN PÚBLICO,2014,33.0
Soria,    10. ORDEN PÚBLICO,2013,62.0
Soria,    10. ORDEN PÚBLICO,2012,61.0
Soria,    10. ORDEN PÚBLICO,2011,63.0
Soria,    10. ORDEN PÚBLICO,2010,65.0
Soria,    11. LEGISLACIÓN ESPECIAL,2022,1.0
Soria,    11. LEGISLACIÓN ESPECIAL,2021,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2020,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2019,1.0
Soria,    11. LEGISLACIÓN ESPECIAL,2018,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2017,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2016,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2015,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2014,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2013,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2012,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2011,0.0
Soria,    11. LEGISLACIÓN ESPECIAL,2010,0.0
Soria,    12. OTRAS INFRACCIONES PENALES,2022,48.0
Soria,    12. OTRAS INFRACCIONES PENALES,2021,37.0
Soria,    12. OTRAS INFRACCIONES PENALES,2020,22.0
Soria,    12. OTRAS INFRACCIONES PENALES,2019,21.0
Soria,    12. OTRAS INFRACCIONES PENALES,2018,45.0
Soria,    12. OTRAS INFRACCIONES PENALES,2017,24.0
Soria,    12. OTRAS INFRACCIONES PENALES,2016,31.0
Soria,    12. OTRAS INFRACCIONES PENALES,2015,23.0
Soria,    12. OTRAS INFRACCIONES PENALES,2014,12.0
Soria,    12. OTRAS INFRACCIONES PENALES,2013,13.0
Soria,    12. OTRAS INFRACCIONES PENALES,2012,19.0
Soria,    12. OTRAS INFRACCIONES PENALES,2011,16.0
Soria,    12. OTRAS INFRACCIONES PENALES,2010,21.0
Tarragona,    1. CONTRA LAS PERSONAS,2022,2761.0
Tarragona,    1. CONTRA LAS PERSONAS,2021,2552.0
Tarragona,    1. CONTRA LAS PERSONAS,2020,1935.0
Tarragona,    1. CONTRA LAS PERSONAS,2019,2443.0
Tarragona,    1. CONTRA LAS PERSONAS,2018,2378.0
Tarragona,    1. CONTRA LAS PERSONAS,2017,2443.0
Tarragona,    1. CONTRA LAS PERSONAS,2016,2244.0
Tarragona,    1. CONTRA LAS PERSONAS,2015,3317.0
Tarragona,    1. CONTRA LAS PERSONAS,2014,4413.0
Tarragona,    1. CONTRA LAS PERSONAS,2013,4295.0
Tarragona,    1. CONTRA LAS PERSONAS,2012,4474.0
Tarragona,    1. CONTRA LAS PERSONAS,2011,4801.0
Tarragona,    1. CONTRA LAS PERSONAS,2010,4667.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2022,47.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2021,53.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2020,21.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2019,28.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2018,32.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2017,19.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2016,26.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2015,16.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2014,27.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2013,22.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2012,30.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2011,37.0
Tarragona,    1.1.-Homicidios dolosos/asesinatos,2010,41.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2022,10.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2021,10.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2020,3.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2019,6.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2018,8.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2017,6.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2016,4.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2015,2.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2014,7.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2013,3.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2012,12.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2011,14.0
Tarragona,    1.1.1.-Homicidios dolosos/asesinatos consumados,2010,12.0
Tarragona,    1.2.-Lesiones,2022,1591.0
Tarragona,    1.2.-Lesiones,2021,1506.0
Tarragona,    1.2.-Lesiones,2020,1065.0
Tarragona,    1.2.-Lesiones,2019,1473.0
Tarragona,    1.2.-Lesiones,2018,1448.0
Tarragona,    1.2.-Lesiones,2017,1518.0
Tarragona,    1.2.-Lesiones,2016,1482.0
Tarragona,    1.2.-Lesiones,2015,1465.0
Tarragona,    1.2.-Lesiones,2014,1442.0
Tarragona,    1.2.-Lesiones,2013,1410.0
Tarragona,    1.2.-Lesiones,2012,1549.0
Tarragona,    1.2.-Lesiones,2011,1748.0
Tarragona,    1.2.-Lesiones,2010,1682.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2022,1065.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2021,954.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2020,816.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2019,901.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2018,861.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2017,867.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2016,733.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2015,759.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2014,763.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2013,754.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2012,786.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2011,782.0
Tarragona,    1.3.-Malos tratos ámbito familiar,2010,824.0
Tarragona,    1.4.-Otros contra las personas,2022,58.0
Tarragona,    1.4.-Otros contra las personas,2021,39.0
Tarragona,    1.4.-Otros contra las personas,2020,33.0
Tarragona,    1.4.-Otros contra las personas,2019,41.0
Tarragona,    1.4.-Otros contra las personas,2018,37.0
Tarragona,    1.4.-Otros contra las personas,2017,39.0
Tarragona,    1.4.-Otros contra las personas,2016,3.0
Tarragona,    1.4.-Otros contra las personas,2015,1077.0
Tarragona,    1.4.-Otros contra las personas,2014,2181.0
Tarragona,    1.4.-Otros contra las personas,2013,2109.0
Tarragona,    1.4.-Otros contra las personas,2012,2109.0
Tarragona,    1.4.-Otros contra las personas,2011,2234.0
Tarragona,    1.4.-Otros contra las personas,2010,2120.0
Tarragona,    2. CONTRA LA LIBERTAD,2022,2711.0
Tarragona,    2. CONTRA LA LIBERTAD,2021,2613.0
Tarragona,    2. CONTRA LA LIBERTAD,2020,2048.0
Tarragona,    2. CONTRA LA LIBERTAD,2019,2287.0
Tarragona,    2. CONTRA LA LIBERTAD,2018,2333.0
Tarragona,    2. CONTRA LA LIBERTAD,2017,2298.0
Tarragona,    2. CONTRA LA LIBERTAD,2016,2459.0
Tarragona,    2. CONTRA LA LIBERTAD,2015,1819.0
Tarragona,    2. CONTRA LA LIBERTAD,2014,1251.0
Tarragona,    2. CONTRA LA LIBERTAD,2013,1365.0
Tarragona,    2. CONTRA LA LIBERTAD,2012,1443.0
Tarragona,    2. CONTRA LA LIBERTAD,2011,1424.0
Tarragona,    2. CONTRA LA LIBERTAD,2010,1321.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2022,183.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2021,176.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2020,144.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2019,157.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2018,181.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2017,210.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2016,290.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2015,316.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2014,335.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2013,375.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2012,434.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2011,447.0
Tarragona,    2.1.-Malos tratos habituales en el ámbito familiar,2010,465.0
Tarragona,    2.2.-Otros contra la libertad,2022,2528.0
Tarragona,    2.2.-Otros contra la libertad,2021,2437.0
Tarragona,    2.2.-Otros contra la libertad,2020,1904.0
Tarragona,    2.2.-Otros contra la libertad,2019,2130.0
Tarragona,    2.2.-Otros contra la libertad,2018,2152.0
Tarragona,    2.2.-Otros contra la libertad,2017,2088.0
